"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num District total","num District rptg","over votes","under votes"
1095,"For Members of the County Committee - West Orange 1-9 (DEM) (Vote For 2)","Susan McCARTNEY","DEM",96,52.17,0,140,1,1,"0","75"
1096,"For Members of the County Committee - West Orange 1-9 (DEM) (Vote For 2)","Joseph P. McCARTNEY","DEM",88,47.83,0,140,1,1,"0","75"
1097,"For Members of the County Committee - West Orange 2-1 (DEM) (Vote For 2)","Maritza BROWN","DEM",111,55.78,0,162,1,1,"0","90"
1098,"For Members of the County Committee - West Orange 2-1 (DEM) (Vote For 2)","Michele MURCHISON","DEM",88,44.22,0,162,1,1,"0","90"
1099,"For Members of the County Committee - West Orange 2-2 (DEM) (Vote For 2)","Steve GABBIDON","DEM",128,50.59,0,202,1,1,"0","129"
1100,"For Members of the County Committee - West Orange 2-2 (DEM) (Vote For 2)","Elizabeth MILHIM","DEM",125,49.41,0,202,1,1,"0","129"
1101,"For Members of the County Committee - West Orange 2-3 (DEM) (Vote For 2)","Stephanie BROWN","DEM",85,65.38,0,121,1,1,"0","86"
1102,"For Members of the County Committee - West Orange 2-3 (DEM) (Vote For 2)","John WAYMAN-HENRY","DEM",45,34.62,0,121,1,1,"0","86"
1103,"For Members of the County Committee - West Orange 2-4 (DEM) (Vote For 2)","Aine R. SALKIN","DEM",40,51.95,0,72,1,1,"0","48"
1104,"For Members of the County Committee - West Orange 2-4 (DEM) (Vote For 2)","Rebecca SALKIN","DEM",37,48.05,0,72,1,1,"0","48"
1105,"For Members of the County Committee - West Orange 2-5 (DEM) (Vote For 2)","Sandra J. WEBSTER","DEM",139,55.82,0,179,1,1,"0","74"
1106,"For Members of the County Committee - West Orange 2-5 (DEM) (Vote For 2)","Michael ROLLINS","DEM",110,44.18,0,179,1,1,"0","74"
1107,"For Members of the County Committee - West Orange 3-1 (DEM) (Vote For 2)","Marie G. TANIS","DEM",37,68.52,0,48,1,1,"0","34"
1108,"For Members of the County Committee - West Orange 3-1 (DEM) (Vote For 2)","Kim P. MARTIN","DEM",17,31.48,0,48,1,1,"0","34"
1109,"For Members of the County Committee - West Orange 3-2 (DEM) (Vote For 2)","Melissa MATUTE","DEM",30,100.00,0,40,1,1,"0","42"
1110,"For Members of the County Committee - West Orange 3-3 (DEM) (Vote For 2)","Monica PERKOWSKI","DEM",56,50.45,0,83,1,1,"0","47"
1111,"For Members of the County Committee - West Orange 3-3 (DEM) (Vote For 2)","Weatau E. McPHERSON","DEM",55,49.55,0,83,1,1,"0","47"
1112,"For Members of the County Committee - West Orange 4-1 (DEM) (Vote For 2)","Kristopher EZZARD","DEM",100,54.64,0,177,1,1,"0","90"
1113,"For Members of the County Committee - West Orange 4-1 (DEM) (Vote For 2)","Dainon DOWLING","DEM",83,45.36,0,177,1,1,"0","90"
1114,"For Members of the County Committee - West Orange 4-2 (DEM) (Vote For 2)","Andrew TRENK","DEM",140,46.67,0,258,1,1,"0","145"
1115,"For Members of the County Committee - West Orange 4-2 (DEM) (Vote For 2)","Nancy SIVILLI","DEM",160,53.33,0,258,1,1,"0","145"
1116,"For Members of the County Committee - West Orange 4-3 (DEM) (Vote For 2)","Rosemary HUGHES","DEM",118,53.15,0,194,1,1,"0","96"
1117,"For Members of the County Committee - West Orange 4-3 (DEM) (Vote For 2)","Cathy DENT","DEM",104,46.85,0,194,1,1,"0","96"
1118,"For Members of the County Committee - West Orange 4-4 (DEM) (Vote For 2)","Britt N. GOLDBERG","DEM",80,54.05,0,115,1,1,"0","36"
1119,"For Members of the County Committee - West Orange 4-4 (DEM) (Vote For 2)","Steven Gary GOLDBERG","DEM",68,45.95,0,115,1,1,"0","36"
1120,"For Members of the County Committee - West Orange 4-5 (DEM) (Vote For 2)","Warren BAILEY","DEM",172,49.28,0,252,1,1,"0","100"
1121,"For Members of the County Committee - West Orange 4-5 (DEM) (Vote For 2)","Cynthia HADLEY-BAILEY","DEM",177,50.72,0,252,1,1,"0","100"
1122,"For Members of the County Committee - West Orange 4-6 (DEM) (Vote For 2)","Leslie BOCKOL","DEM",163,57.60,0,221,1,1,"0","118"
1123,"For Members of the County Committee - West Orange 4-6 (DEM) (Vote For 2)","Brian ROCK","DEM",120,42.40,0,221,1,1,"0","118"
1124,"For Members of the County Committee - West Orange 4-7 (DEM) (Vote For 2)","Kelly JW KING","DEM",135,55.79,0,184,1,1,"0","65"
1125,"For Members of the County Committee - West Orange 4-7 (DEM) (Vote For 2)","Kirby KING","DEM",107,44.21,0,184,1,1,"0","65"
1126,"For Members of the County Committee - West Orange 4-8 (DEM) (Vote For 2)","Jennifer E. BAILEY","DEM",104,54.17,0,149,1,1,"0","80"
1127,"For Members of the County Committee - West Orange 4-8 (DEM) (Vote For 2)","Ida T. TRIGG-SCALES","DEM",88,45.83,0,149,1,1,"0","80"
1128,"For Members of the County Committee - West Orange 4-9 (DEM) (Vote For 2)","Jennifer DiPALMA","DEM",82,56.55,0,137,1,1,"0","68"
1129,"For Members of the County Committee - West Orange 4-9 (DEM) (Vote For 2)","Kanene MORAH","DEM",63,43.45,0,137,1,1,"0","68"
1130,"For Members of the County Committee - West Orange 4-10 (DEM) (Vote For 2)","Joseph E. DEDALONIS","DEM",59,56.19,0,96,1,1,"0","48"
1131,"For Members of the County Committee - West Orange 4-10 (DEM) (Vote For 2)","Frank NOBORINE, III","DEM",46,43.81,0,96,1,1,"0","48"
1132,"For Members of the County Committee - West Orange 4-11 (DEM) (Vote For 2)","Elvin PADILLA, Jr.","DEM",66,100.00,0,85,1,1,"0","80"
1133,"For Members of the County Committee - West Orange 4-12 (DEM) (Vote For 2)","Jeffry KASZERMAN","DEM",173,51.18,0,259,1,1,"0","133"
1134,"For Members of the County Committee - West Orange 4-12 (DEM) (Vote For 2)","Ann C. McKEON","DEM",165,48.82,0,259,1,1,"0","133"
1135,"For Members of the County Committee - West Orange 4-13 (DEM) (Vote For 2)","Kwamia N. RAWLS","DEM",102,54.26,0,144,1,1,"0","67"
1136,"For Members of the County Committee - West Orange 4-13 (DEM) (Vote For 2)","Ronald L. CHARLES","DEM",86,45.74,0,144,1,1,"0","67"
1137,"For Members of the County Committee - West Orange 4-14 (DEM) (Vote For 2)","Craig A. STANLEY","DEM",111,50.00,0,178,1,1,"0","88"
1138,"For Members of the County Committee - West Orange 4-14 (DEM) (Vote For 2)","Jane F. GAERTNER","DEM",111,50.00,0,178,1,1,"0","88"
1139,"For Members of the County Committee - West Orange 4-15 (DEM) (Vote For 2)","Justin GOLDSMAN","DEM",164,58.78,0,239,1,1,"0","117"
1140,"For Members of the County Committee - West Orange 4-15 (DEM) (Vote For 2)","Eugene BROWN","DEM",115,41.22,0,239,1,1,"0","117"
1141,"For Members of the County Committee - West Orange 4-16 (DEM) (Vote For 2)","Tammy WILLIAMS","DEM",81,55.10,0,105,1,1,"0","49"
1142,"For Members of the County Committee - West Orange 4-16 (DEM) (Vote For 2)","Ralph SPANGO","DEM",66,44.90,0,105,1,1,"0","49"
1143,"For Members of the County Committee - West Orange 5-1 (DEM) (Vote For 2)","Sybil Sandra EUGENE","DEM",30,57.69,0,47,1,1,"0","36"
1144,"For Members of the County Committee - West Orange 5-1 (DEM) (Vote For 2)","Janette BRITTON","DEM",22,42.31,0,47,1,1,"0","36"
1145,"For Members of the County Committee - West Orange 5-3 (DEM) (Vote For 2)","Jennifer MANZELLA","DEM",101,54.59,0,137,1,1,"0","64"
1146,"For Members of the County Committee - West Orange 5-3 (DEM) (Vote For 2)","Joseph MACALUSO","DEM",84,45.41,0,137,1,1,"0","64"
1147,"For Members of the County Committee - West Orange 5-4 (DEM) (Vote For 2)","Farah REED","DEM",61,57.01,0,84,1,1,"0","52"
1148,"For Members of the County Committee - West Orange 5-4 (DEM) (Vote For 2)","Gerri Reed HARRIS","DEM",46,42.99,0,84,1,1,"0","52"
1149,"For Members of the County Committee - West Orange 5-5 (DEM) (Vote For 2)","Rodolfo RODRIGUEZ","DEM",25,59.52,0,41,1,1,"0","28"
1150,"For Members of the County Committee - West Orange 5-5 (DEM) (Vote For 2)","Mercedes AZUCEY","DEM",17,40.48,0,41,1,1,"0","28"
1151,"Choice for President (REP) (Vote For 1)","Donald J. TRUMP","REP",8191,100.00,0,62462,575,575,"0","627"
1152,"For Delegates to the Republican National Convention (8th Congressional District) (REP) (Vote For 1)","Delegates - 8th District","REP",261,100.00,0,3433,57,57,"0","197"
1153,"For Delegates to the Republican National Convention (10th Congressional District) (REP) (Vote For 1)","Delegates - 10th District","REP",1396,100.00,0,25172,288,288,"0","675"
1154,"For Delegates to the Republican National Convention (11th Congressional District) (REP) (Vote For 1)","Delegates - 11th District","REP",4179,100.00,0,33857,230,230,"0","2438"
1155,"For United States Senator (REP) (Vote For 1)","Curtis BASHAW","REP",5131,61.07,0,62462,575,575,"42","703"
1156,"For United States Senator (REP) (Vote For 1)","Albert HARSHAW","REP",317,3.77,0,62462,575,575,"42","703"
1157,"For United States Senator (REP) (Vote For 1)","Christine SERRANO GLASSNER","REP",2374,28.26,0,62462,575,575,"42","703"
1158,"For United States Senator (REP) (Vote For 1)","Justin MURPHY","REP",580,6.90,0,62462,575,575,"42","703"
1159,"For Member of the House of Representatives (8th Congressional District) (REP) (Vote For 1)","Anthony VALDES","REP",361,100.00,0,3433,57,57,"0","98"
1160,"For Member of the House of Representatives (10th Congressional District) (REP) (Vote For 1)","Carmen BUCCO","REP",1700,100.00,0,25172,288,288,"0","371"
1161,"For Member of the House of Representatives (11th Congressional District) (REP) (Vote For 1)","Joseph BELNOME","REP",4846,84.59,0,33857,230,230,"10","875"
1162,"For Member of the House of Representatives (11th Congressional District) (REP) (Vote For 1)","John F. SAUERS","REP",603,10.53,0,33857,230,230,"10","875"
1163,"For Member of the House of Representatives (11th Congressional District) (REP) (Vote For 1)","Raafat BARSOOM","REP",280,4.89,0,33857,230,230,"10","875"
1164,"For Sheriff (REP) (Vote For 1)","Nicholas PANSINI","REP",6050,74.18,0,62462,575,575,"14","975"
1165,"For Sheriff (REP) (Vote For 1)","Robert C. BIANCO","REP",2106,25.82,0,62462,575,575,"14","975"
1166,"For Register (REP) (Vote For 1)","Jeffrey M. POLEWKA","REP",5874,73.03,0,62462,575,575,"12","1096"
1167,"For Register (REP) (Vote For 1)","Scott D. POLLACK","REP",2169,26.97,0,62462,575,575,"12","1096"
1168,"Bloomfield - For Mayor (Unexpired Term) (REP) (Vote For 1)","David G. TUCKER","REP",714,100.00,0,6072,35,35,"0","95"
1169,"Bloomfield - For Member of the Township Council At-Large (Unexpired Term) (REP) (Vote For 1)","Russell A. MOLLICA","REP",719,100.00,0,6072,35,35,"0","95"
1170,"Caldwell - For Members of the Borough Council (REP) (Vote For 2)","Barbara Z. BUECHNER","REP",317,49.76,0,907,7,7,"2","81"
1171,"Caldwell - For Members of the Borough Council (REP) (Vote For 2)","Dana HUNKELE","REP",320,50.24,0,907,7,7,"2","81"
1172,"Essex Fells - For Members of the Borough Council (REP) (Vote For 2)","Michael W. CECERE","REP",97,50.00,0,224,2,2,"0","39"
1173,"Essex Fells - For Members of the Borough Council (REP) (Vote For 2)","William B. SULLIVAN","REP",97,50.00,0,224,2,2,"0","39"
1174,"Fairfield - For Mayor (REP) (Vote For 1)","William GALESE","REP",526,100.00,0,851,5,5,"0","97"
1175,"Millburn - For Member of the Township Committee (REP) (Vote For 1)","Alexander ZALTSMAN","REP",312,100.00,0,1756,16,16,"0","42"
1176,"North Caldwell - For Members of the Borough Council (REP) (Vote For 2)","Kenneth TILTON","REP",309,100.00,0,814,5,5,"0","366"
1177,"Roseland - For Members of the Borough Council (REP) (Vote For 2)","Michele TOLLI","REP",401,50.63,0,901,6,6,"0","127"
1178,"Roseland - For Members of the Borough Council (REP) (Vote For 2)","Robert NICHOLS, Jr.","REP",391,49.37,0,901,6,6,"0","127"
1179,"West Caldwell - For Members of the Township Council (REP) (Vote For 2)","Michael CRUDELE","REP",506,50.80,0,1331,9,9,"0","116"
1180,"West Caldwell - For Members of the Township Council (REP) (Vote For 2)","Robert SCHOTT","REP",490,49.20,0,1331,9,9,"0","116"
1181,"For Members of the County Committee - Belleville 1-2 (REP) (Vote For 2)","Raymond VENIERO","REP",17,50.00,0,58,1,1,"0","8"
1182,"For Members of the County Committee - Belleville 1-2 (REP) (Vote For 2)","Catherine VENIERO","REP",17,50.00,0,58,1,1,"0","8"
1183,"For Members of the County Committee - Belleville 1-3 (REP) (Vote For 2)","Maria GROLIMOND","REP",15,50.00,0,81,1,1,"0","8"
1184,"For Members of the County Committee - Belleville 1-3 (REP) (Vote For 2)","Ron GROLIMOND","REP",15,50.00,0,81,1,1,"0","8"
1185,"For Members of the County Committee - Belleville 1-4 (REP) (Vote For 2)","Marta KUEBLER","REP",10,50.00,0,43,1,1,"0","6"
1186,"For Members of the County Committee - Belleville 1-4 (REP) (Vote For 2)","Raymond KUEBLER","REP",10,50.00,0,43,1,1,"0","6"
1187,"For Members of the County Committee - Belleville 2-4 (REP) (Vote For 2)","Lourdes M. GARCIA","REP",12,100.00,0,64,1,1,"0","40"
1188,"For Members of the County Committee - Belleville 2-6 (REP) (Vote For 2)","Attilio Jerry Del GUERCIO","REP",24,52.17,0,57,1,1,"0","20"
1189,"For Members of the County Committee - Belleville 2-6 (REP) (Vote For 2)","Diane CESENA","REP",22,47.83,0,57,1,1,"0","20"
1190,"For Members of the County Committee - Belleville 3-1 (REP) (Vote For 2)","Marie SHANKO","REP",19,52.78,0,58,1,1,"0","6"
1191,"For Members of the County Committee - Belleville 3-1 (REP) (Vote For 2)","Walter SHANKO","REP",17,47.22,0,58,1,1,"0","6"
1192,"For Members of the County Committee - Belleville 3-3 (REP) (Vote For 2)","Thomas GROLIMOND","REP",13,48.15,0,65,1,1,"0","7"
1193,"For Members of the County Committee - Belleville 3-3 (REP) (Vote For 2)","GeorgeAnne POLITE","REP",14,51.85,0,65,1,1,"0","7"
1194,"For Members of the County Committee - Belleville 3-4 (REP) (Vote For 2)","Vincent COZZARELLI","REP",15,53.57,0,52,1,1,"0","4"
1195,"For Members of the County Committee - Belleville 3-4 (REP) (Vote For 2)","Kimberly COZZARELLI","REP",13,46.43,0,52,1,1,"0","4"
1196,"For Members of the County Committee - Belleville 3-5 (REP) (Vote For 2)","Carol A. POMPONIO","REP",16,48.48,0,54,1,1,"0","11"
1197,"For Members of the County Committee - Belleville 3-5 (REP) (Vote For 2)","Jerry IMPERATO","REP",17,51.52,0,54,1,1,"0","11"
1198,"For Members of the County Committee - Belleville 4-2 (REP) (Vote For 2)","Patricia WELLS","REP",26,100.00,0,80,1,1,"0","36"
1199,"For Members of the County Committee - Belleville 4-3 (REP) (Vote For 2)","Nicholas CONDITO","REP",24,100.00,0,59,1,1,"0","36"
1200,"For Members of the County Committee - Belleville 4-4 (REP) (Vote For 2)","Joseph BELNOME","REP",20,100.00,0,84,1,1,"0","36"
1201,"For Members of the County Committee - Bloomfield 1-2 (REP) (Vote For 2)","David G. TUCKER","REP",51,52.04,0,279,1,1,"0","20"
1202,"For Members of the County Committee - Bloomfield 1-2 (REP) (Vote For 2)","Lorraine TUCKER","REP",47,47.96,0,279,1,1,"0","20"
1203,"For Members of the County Committee - Bloomfield 2-1 (REP) (Vote For 2)","James P. WOLLNER","REP",24,50.00,0,292,1,1,"0","12"
1204,"For Members of the County Committee - Bloomfield 2-1 (REP) (Vote For 2)","Madeline A. WOLLNER","REP",24,50.00,0,292,1,1,"0","12"
1205,"For Members of the County Committee - Bloomfield 2-2 (REP) (Vote For 2)","Russell A. MOLLICA","REP",15,51.72,0,204,1,1,"0","11"
1206,"For Members of the County Committee - Bloomfield 2-2 (REP) (Vote For 2)","Michelle M. PUGLIESE","REP",14,48.28,0,204,1,1,"0","11"
1207,"For Members of the County Committee - Bloomfield 2-6 (REP) (Vote For 2)","Ciro A. SPINA, III","REP",24,50.00,0,275,1,1,"0","12"
1208,"For Members of the County Committee - Bloomfield 2-6 (REP) (Vote For 2)","Ashley CAROLL","REP",24,50.00,0,275,1,1,"0","12"
1209,"For Members of the County Committee - Bloomfield 3-13 (REP) (Vote For 2)","James BOYDSTON","REP",9,56.25,0,121,1,1,"0","2"
1210,"For Members of the County Committee - Bloomfield 3-13 (REP) (Vote For 2)","Amy L. BOYDSTON","REP",7,43.75,0,121,1,1,"0","2"
1211,"For Members of the County Committee - Caldwell 1 (REP) (Vote For 2)","Mauro TUCCI, Jr.","REP",37,50.68,0,93,1,1,"0","9"
1212,"For Members of the County Committee - Caldwell 1 (REP) (Vote For 2)","Marianna MURRAY","REP",36,49.32,0,93,1,1,"0","9"
1213,"For Members of the County Committee - Caldwell 2 (REP) (Vote For 2)","Philip NATALE","REP",35,50.00,0,77,1,1,"0","8"
1214,"For Members of the County Committee - Caldwell 2 (REP) (Vote For 2)","Ryan McDEVITT","REP",35,50.00,0,77,1,1,"0","8"
1215,"For Members of the County Committee - Caldwell 3 (REP) (Vote For 2)","Kathleen SANTANGELO","REP",36,48.65,0,92,1,1,"0","10"
1216,"For Members of the County Committee - Caldwell 3 (REP) (Vote For 2)","Kenneth TRIMMER","REP",38,51.35,0,92,1,1,"0","10"
1217,"For Members of the County Committee - Caldwell 4 (REP) (Vote For 2)","Maureen D'ALOIA","REP",49,49.00,0,137,1,1,"0","8"
1218,"For Members of the County Committee - Caldwell 4 (REP) (Vote For 2)","Peter CHOMKO","REP",51,51.00,0,137,1,1,"0","8"
1219,"For Members of the County Committee - Caldwell 5 (REP) (Vote For 2)","June COWELL","REP",38,50.67,0,166,1,1,"0","11"
1220,"For Members of the County Committee - Caldwell 5 (REP) (Vote For 2)","Kris BROWN","REP",37,49.33,0,166,1,1,"0","11"
1221,"For Members of the County Committee - Caldwell 6 (REP) (Vote For 2)","Susan MARINUCCI","REP",44,51.16,0,108,1,1,"0","6"
1222,"For Members of the County Committee - Caldwell 6 (REP) (Vote For 2)","James Van NESS","REP",42,48.84,0,108,1,1,"0","6"
1223,"For Members of the County Committee - Caldwell 7 (REP) (Vote For 2)","Barbara Z. BUECHNER","REP",81,50.00,0,234,1,1,"2","26"
1224,"For Members of the County Committee - Caldwell 7 (REP) (Vote For 2)","Carla MARRAS","REP",81,50.00,0,234,1,1,"2","26"
1225,"For Members of the County Committee - Cedar Grove 1 (REP) (Vote For 2)","Edward CADILLO","REP",44,48.89,0,111,1,1,"0","16"
1226,"For Members of the County Committee - Cedar Grove 1 (REP) (Vote For 2)","Robert DiMATTIA","REP",46,51.11,0,111,1,1,"0","16"
1227,"For Members of the County Committee - Cedar Grove 2 (REP) (Vote For 2)","Kerry PETERSON","REP",91,50.28,0,229,1,1,"0","41"
1228,"For Members of the County Committee - Cedar Grove 2 (REP) (Vote For 2)","Mark PETERSON","REP",90,49.72,0,229,1,1,"0","41"
1229,"For Members of the County Committee - Cedar Grove 3 (REP) (Vote For 2)","Giuseppina MACERI","REP",58,50.43,0,131,1,1,"0","21"
1230,"For Members of the County Committee - Cedar Grove 3 (REP) (Vote For 2)","Joseph MACERI","REP",57,49.57,0,131,1,1,"0","21"
1231,"For Members of the County Committee - Cedar Grove 4 (REP) (Vote For 2)","Afzal BARLAS","REP",71,50.00,0,178,1,1,"0","15"
1232,"For Members of the County Committee - Cedar Grove 4 (REP) (Vote For 2)","John A. ZAZZALI","REP",71,50.00,0,178,1,1,"0","15"
1233,"For Members of the County Committee - Cedar Grove 5 (REP) (Vote For 2)","Phyllis TORLUCCI","REP",45,50.56,0,130,1,1,"0","23"
1234,"For Members of the County Committee - Cedar Grove 5 (REP) (Vote For 2)","Patricia MONTANA","REP",44,49.44,0,130,1,1,"0","23"
1235,"For Members of the County Committee - Cedar Grove 6 (REP) (Vote For 2)","Joseph MUSZINSKI","REP",33,50.77,0,88,1,1,"0","14"
1236,"For Members of the County Committee - Cedar Grove 6 (REP) (Vote For 2)","Stephanie MUSZINSKI","REP",32,49.23,0,88,1,1,"0","14"
1237,"For Members of the County Committee - Cedar Grove 7 (REP) (Vote For 2)","Peter TANELLA","REP",84,50.00,0,231,1,1,"0","24"
1238,"For Members of the County Committee - Cedar Grove 7 (REP) (Vote For 2)","Kimberly TANELLA","REP",84,50.00,0,231,1,1,"0","24"
1239,"For Members of the County Committee - Cedar Grove 8 (REP) (Vote For 2)","Vincent KERNEY","REP",53,49.53,0,101,1,1,"0","17"
1240,"For Members of the County Committee - Cedar Grove 8 (REP) (Vote For 2)","Amy NEALY","REP",54,50.47,0,101,1,1,"0","17"
1241,"For Members of the County Committee - Cedar Grove 9 (REP) (Vote For 2)","Joseph M. ZICHELLI, Jr.","REP",44,51.16,0,100,1,1,"0","14"
1242,"For Members of the County Committee - Cedar Grove 9 (REP) (Vote For 2)","Christine M. ZICHELLI","REP",42,48.84,0,100,1,1,"0","14"
1243,"For Members of the County Committee - Cedar Grove 10 (REP) (Vote For 2)","Michele MEGA","REP",36,49.32,0,102,1,1,"0","17"
1244,"For Members of the County Committee - Cedar Grove 10 (REP) (Vote For 2)","Thomas MEGA","REP",37,50.68,0,102,1,1,"0","17"
1245,"For Members of the County Committee - Essex Fells 1 (REP) (Vote For 2)","John A. KING","REP",36,50.70,0,73,1,1,"0","11"
1246,"For Members of the County Committee - Essex Fells 1 (REP) (Vote For 2)","James L. GAGLIANO","REP",35,49.30,0,73,1,1,"0","11"
1247,"For Members of the County Committee - Essex Fells 2 (REP) (Vote For 2)","Margaret D. O'CONNOR","REP",66,48.89,0,151,1,1,"0","17"
1248,"For Members of the County Committee - Essex Fells 2 (REP) (Vote For 2)","Edward P. ABBOT","REP",69,51.11,0,151,1,1,"0","17"
1249,"For Members of the County Committee - Fairfield 1 (REP) (Vote For 2)","Anthony G. LIPARI","REP",107,53.23,0,151,1,1,"0","39"
1250,"For Members of the County Committee - Fairfield 1 (REP) (Vote For 2)","Angela D. ALTAAI","REP",94,46.77,0,151,1,1,"0","39"
1251,"For Members of the County Committee - Fairfield 2 (REP) (Vote For 2)","Joann V. PETRONCHAK","REP",102,48.34,0,216,1,1,"0","39"
1252,"For Members of the County Committee - Fairfield 2 (REP) (Vote For 2)","Joseph V. CATENARO","REP",109,51.66,0,216,1,1,"0","39"
1253,"For Members of the County Committee - Fairfield 3 (REP) (Vote For 2)","Tara M. McGLYNN-MEDINA","REP",147,49.49,0,227,1,1,"0","69"
1254,"For Members of the County Committee - Fairfield 3 (REP) (Vote For 2)","Leonard S. IANNIA","REP",150,50.51,0,227,1,1,"0","69"
1255,"For Members of the County Committee - Fairfield 4 (REP) (Vote For 2)","Michael LATTIMER","REP",106,50.96,0,168,1,1,"0","42"
1256,"For Members of the County Committee - Fairfield 4 (REP) (Vote For 2)","Jason W. STREET","REP",102,49.04,0,168,1,1,"0","42"
1257,"For Members of the County Committee - Fairfield 5 (REP) (Vote For 2)","Tony POLIFONTE","REP",61,46.92,0,89,1,1,"0","20"
1258,"For Members of the County Committee - Fairfield 5 (REP) (Vote For 2)","Leonard M. RUSSO","REP",69,53.08,0,89,1,1,"0","20"
1259,"For Members of the County Committee - Glen Ridge 1 (REP) (Vote For 2)","Angela COBLE","REP",14,50.00,0,133,1,1,"0","0"
1260,"For Members of the County Committee - Glen Ridge 1 (REP) (Vote For 2)","George RIVERA","REP",14,50.00,0,133,1,1,"0","0"
1261,"For Members of the County Committee - Livingston 6 (REP) (Vote For 2)","Gregory S. PERRONE","REP",26,100.00,0,95,1,1,"0","28"
1262,"For Members of the County Committee - Maplewood 9 (REP) (Vote For 2)","Anthony PAGLIUCA","REP",11,50.00,0,169,1,1,"0","2"
1263,"For Members of the County Committee - Maplewood 9 (REP) (Vote For 2)","Mary PAGLIUCA","REP",11,50.00,0,169,1,1,"0","2"
1264,"For Members of the County Committee - Maplewood 10 (REP) (Vote For 2)","Rosie BATTISTA","REP",5,100.00,0,167,1,1,"0","5"
1265,"For Members of the County Committee - Maplewood 12 (REP) (Vote For 2)","Scott E. MATRINEC","REP",9,100.00,0,179,1,1,"0","11"
1266,"For Members of the County Committee - Maplewood 14 (REP) (Vote For 2)","Peter WOLFE","REP",2,100.00,0,127,1,1,"0","7"
1267,"For Members of the County Committee - Maplewood 16 (REP) (Vote For 2)","David Stanford BURR","REP",4,100.00,0,253,1,1,"0","7"
1268,"For Members of the County Committee - Maplewood 19 (REP) (Vote For 2)","Christopher SMITH","REP",7,50.00,0,232,1,1,"0","0"
1269,"For Members of the County Committee - Maplewood 19 (REP) (Vote For 2)","Mary Devon O'BRIEN","REP",7,50.00,0,232,1,1,"0","0"
1270,"For Members of the County Committee - Millburn 1 (REP) (Vote For 2)","Simon BASYUK","REP",25,55.56,0,115,1,1,"0","18"
1271,"For Members of the County Committee - Millburn 1 (REP) (Vote For 2)","Diana BURAKOV","REP",20,44.44,0,115,1,1,"0","18"
1272,"For Members of the County Committee - Millburn 2 (REP) (Vote For 2)","Sharon RIVA","REP",14,48.28,0,135,1,1,"0","8"
1273,"For Members of the County Committee - Millburn 2 (REP) (Vote For 2)","Oyin K. OWOLABI","REP",15,51.72,0,135,1,1,"0","8"
1274,"For Members of the County Committee - Millburn 3 (REP) (Vote For 2)","Jack OUYANG","REP",23,51.11,0,112,1,1,"0","3"
1275,"For Members of the County Committee - Millburn 3 (REP) (Vote For 2)","Margaret E. BECKER","REP",22,48.89,0,112,1,1,"0","3"
1276,"For Members of the County Committee - Millburn 4 (REP) (Vote For 2)","Barbara VARTANIAN","REP",23,50.00,0,109,1,1,"0","2"
1277,"For Members of the County Committee - Millburn 4 (REP) (Vote For 2)","Charles BAMBARA","REP",23,50.00,0,109,1,1,"0","2"
1278,"For Members of the County Committee - Millburn 5 (REP) (Vote For 2)","Raymond LIPPS","REP",17,50.00,0,62,1,1,"0","0"
1279,"For Members of the County Committee - Millburn 5 (REP) (Vote For 2)","Abhinav ANAND","REP",17,50.00,0,62,1,1,"0","0"
1280,"For Members of the County Committee - Millburn 6 (REP) (Vote For 2)","Meir M. ROZANSKY","REP",15,100.00,0,119,1,1,"0","21"
1281,"For Members of the County Committee - Millburn 7 (REP) (Vote For 2)","Leslie LOMBARDY","REP",17,50.00,0,173,1,1,"0","12"
1282,"For Members of the County Committee - Millburn 7 (REP) (Vote For 2)","Wei Wei HUANG","REP",17,50.00,0,173,1,1,"0","12"
1283,"For Members of the County Committee - Millburn 8 (REP) (Vote For 2)","Rosemary BECCHI","REP",21,50.00,0,78,1,1,"0","8"
1284,"For Members of the County Committee - Millburn 8 (REP) (Vote For 2)","Eric OSSERMAN","REP",21,50.00,0,78,1,1,"0","8"
1285,"For Members of the County Committee - Millburn 9 (REP) (Vote For 2)","Alexander McCONNELL","REP",23,51.11,0,118,1,1,"0","11"
1286,"For Members of the County Committee - Millburn 9 (REP) (Vote For 2)","Nicolas VOLPICELLI","REP",22,48.89,0,118,1,1,"0","11"
1287,"For Members of the County Committee - Millburn 10 (REP) (Vote For 2)","Bakhtiar FEIZI","REP",7,50.00,0,144,1,1,"0","6"
1288,"For Members of the County Committee - Millburn 10 (REP) (Vote For 2)","Geoffrey D. FERRER","REP",7,50.00,0,144,1,1,"0","6"
1289,"For Members of the County Committee - Millburn 11 (REP) (Vote For 2)","James SERRUTO","REP",29,50.88,0,100,1,1,"0","3"
1290,"For Members of the County Committee - Millburn 11 (REP) (Vote For 2)","Laura OVERDECK","REP",28,49.12,0,100,1,1,"0","3"
1291,"For Members of the County Committee - Millburn 12 (REP) (Vote For 2)","Kevin M. RYAN","REP",26,100.00,0,162,1,1,"0","32"
1292,"For Members of the County Committee - Millburn 13 (REP) (Vote For 2)","Jean PASTERNAK","REP",25,52.08,0,110,1,1,"0","6"
1293,"For Members of the County Committee - Millburn 13 (REP) (Vote For 2)","Gabriella SOLIMINE","REP",23,47.92,0,110,1,1,"0","6"
